Example using CalCOFI,"** Note - if only common names are available, we can convert to scientific names although WORMS scientific names are appreciated",,,,,,,,,,,,,,,,,,,,,,,,
Project Request,Scientific Name,Point of Contact for Submission,Email,Group,Broad group,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Alloclinus holderi,Scott Gabara,scott_gabara@nps.gov,island kelpfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Anarrhichthys ocellatus,Scott Gabara,scott_gabara@nps.gov,wolf eel,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Anisotremus davidsonii,Scott Gabara,scott_gabara@nps.gov,sargo,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Apogon atricaudus,Scott Gabara,scott_gabara@nps.gov,plain cardinalfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Apogon guadalupensis,Scott Gabara,scott_gabara@nps.gov,guadalupe cardinalfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Artedius corallinus,Scott Gabara,scott_gabara@nps.gov,coralline sculpin,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Artedius creaseri,Scott Gabara,scott_gabara@nps.gov,roughcheek sculpin,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Artedius harringtoni,Scott Gabara,scott_gabara@nps.gov,scalyhead sculpin,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Atherinops affinis,Scott Gabara,scott_gabara@nps.gov,top smelt,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Atherinopsis californiensis,Scott Gabara,scott_gabara@nps.gov,jack smelt,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Atractoscion nobilis,Scott Gabara,scott_gabara@nps.gov,white seabass,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Aulorhynchus flavidus,Scott Gabara,scott_gabara@nps.gov,tubesnout,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Azurina hirundo,Scott Gabara,scott_gabara@nps.gov,swallowtail damselfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Balistes polylepis,Scott Gabara,scott_gabara@nps.gov,finescale triggerfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Bathymasteridae,Scott Gabara,scott_gabara@nps.gov,ronquil spp.,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Brachyistius frenatus,Scott Gabara,scott_gabara@nps.gov,kelp surfperch,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Carcharodon carcharias,Scott Gabara,scott_gabara@nps.gov,white shark,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Caulolatilus princeps,Scott Gabara,scott_gabara@nps.gov,ocean whitefish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Cebidichthys violaceus,Scott Gabara,scott_gabara@nps.gov,monkeyface prickleback,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Cephaloscyllium ventriosum,Scott Gabara,scott_gabara@nps.gov,swell shark,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Chaenopsis alepidota,Scott Gabara,scott_gabara@nps.gov,orangethroat pikeblenny,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Cheilotrema saturnum,Scott Gabara,scott_gabara@nps.gov,black croaker,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Chirolophis nugator,Scott Gabara,scott_gabara@nps.gov,mosshead warbonnet,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Chromis punctipinnis,Scott Gabara,scott_gabara@nps.gov,blacksmith,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Citharichthys stigmaeus,Scott Gabara,scott_gabara@nps.gov,speckled sanddab,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Cymatogaster aggregata,Scott Gabara,scott_gabara@nps.gov,shiner surfperch,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Embiotoca jacksoni,Scott Gabara,scott_gabara@nps.gov,black surfperch,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Embiotoca lateralis,Scott Gabara,scott_gabara@nps.gov,striped surfperch,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Engraulis mordax,Scott Gabara,scott_gabara@nps.gov,northern anchovy,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Galeorhinus galeus,Scott Gabara,scott_gabara@nps.gov,soupfin shark,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Gibbonsia elegans,Scott Gabara,scott_gabara@nps.gov,spotted kelpfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Gibbonsia montereyensis,Scott Gabara,scott_gabara@nps.gov,crevice kelpfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Girella nigricans,Scott Gabara,scott_gabara@nps.gov,opaleye,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Gymnothorax mordax,Scott Gabara,scott_gabara@nps.gov,California moray eel,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Halichoeres semicinctus,Scott Gabara,scott_gabara@nps.gov,rock wrasse,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Hermosilla azurea,Scott Gabara,scott_gabara@nps.gov,zebra perch,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Heterodontus francisci,Scott Gabara,scott_gabara@nps.gov,horn shark,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Heterostichus rostratus,Scott Gabara,scott_gabara@nps.gov,giant kelpfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Hexagrammos decagrammus,Scott Gabara,scott_gabara@nps.gov,kelp greenling,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Hexagrammos lagocephalus,Scott Gabara,scott_gabara@nps.gov,rock greenling,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Hyperprosopon anale,Scott Gabara,scott_gabara@nps.gov,spotfin surfperch,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Hyperprosopon argenteum,Scott Gabara,scott_gabara@nps.gov,walleye surfperch,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Hypsurus caryi,Scott Gabara,scott_gabara@nps.gov,rainbow surfperch,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Hypsypops rubicundus,Scott Gabara,scott_gabara@nps.gov,garibaldi,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Icelinus tenuis,Scott Gabara,scott_gabara@nps.gov,spotfin sculpin,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Leiocottus hirundo,Scott Gabara,scott_gabara@nps.gov,lavender sculpin,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Lythrypnus dalli,Scott Gabara,scott_gabara@nps.gov,blue-banded goby,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Lythrypnus zebra,Scott Gabara,scott_gabara@nps.gov,zebra goby,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Medialuna californiensis,Scott Gabara,scott_gabara@nps.gov,halfmoon,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Mola mola,Scott Gabara,scott_gabara@nps.gov,ocean sunfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Myliobatis californica,Scott Gabara,scott_gabara@nps.gov,bat ray,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Nautichthys oculofasciatus,Scott Gabara,scott_gabara@nps.gov,sailfin sculpin,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Neoclinus blanchardi,Scott Gabara,scott_gabara@nps.gov,sarcastic fringehead,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Neoclinus stephensae,Scott Gabara,scott_gabara@nps.gov,yellowfin fringehead,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Neoclinus uninotatus,Scott Gabara,scott_gabara@nps.gov,onespot fringehead,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Notorynchus cepedianus,Scott Gabara,scott_gabara@nps.gov,broadnose sevengill shark,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Ophiodon elongatus,Scott Gabara,scott_gabara@nps.gov,lingcod,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Orthonopias triacis,Scott Gabara,scott_gabara@nps.gov,snubnose sculpin,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Oxyjulis californica,Scott Gabara,scott_gabara@nps.gov,señorita,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Oxylebius pictus,Scott Gabara,scott_gabara@nps.gov,painted greenling,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Paralabrax clathratus,Scott Gabara,scott_gabara@nps.gov,kelp bass,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Paralabrax nebulifer,Scott Gabara,scott_gabara@nps.gov,barred sand bass,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Paralichthys californicus,Scott Gabara,scott_gabara@nps.gov,California halibut,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Phanerodon atripes,Scott Gabara,scott_gabara@nps.gov,sharpnose surfperch,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Phanerodon furcatus,Scott Gabara,scott_gabara@nps.gov,white surfperch,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Platyrhinoidis triseriata,Scott Gabara,scott_gabara@nps.gov,thornback ray,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Pleuronichthys coenosus,Scott Gabara,scott_gabara@nps.gov,c-o turbot,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Porichthys notatus,Scott Gabara,scott_gabara@nps.gov,plainfin midshipman,fish,,,,,,,,,,,,,,,,,,,,
